Gene Name	Reference	Strand	Start	End	Y-HSC_1	Y-HSC_2	A-HSC_1	A-HSC_2	Y-MPP1_1	Y-MPP1_2	A-MPP1_1	A-MPP1_2	Y-MPP2_1	Y-MPP2_2	A-MPP2_1	A-MPP2_2	Y-MPP3_1	Y-MPP3_2	A-MPP3_1	A-MPP3_2	Y-MPP4_1	Y-MPP4_2	A-MPP4_1	A-MPP4_2	
Ednra	chr8	-	77663029	77724452	0	0	0	0	0.065455	0	0	0	0.052525	0.049425	0	0	0.725742	0.429938	0.435134	0.39171	0.288005	0.296421	0.096775	0.078536	
Edn3	chr2	+	174760758	174784042	0	0	0	0.128427	0.100088	0.148644	0.061517	0.128043	0.38115	0.181387	0.131357	0.03612	0.37485	0.372544	0.220263	0.29928	0.412762	0.554585	0.078923	0.115288	
Edn2	chr4	+	120161424	120167360	0.170133	0	0	0.131761	0.09584	0	0	0	0	0	0	0.086467	0.189703	0.104921	0	0.143289	0.126301	0.203397	0.094467	0	
Edn1	chr13	+	42301270	42307989	0.060195	0	0.085987	0	0	0	0	0	0.136056	0	0	0.091779	0.200522	0.389784	0	0	0	0.135497	0	0	
Edil3	chr13	+	88821472	89323225	0	0	0.025078	0	0	0	0	0.017927	0.023808	0	0	0	0	0.02436	0	0	0	0.035764	0	0	
Edf1	chr2	+	25557900	25562082	94.904503	104.708649	115.900764	129.47551	96.207268	98.2789	133.119019	121.381187	101.581169	106.815071	125.865181	131.140274	110.105232	108.986145	127.61647	129.554108	95.479309	109.649323	124.458122	126.993423	
Edem3	chr1	+	151755374	151822328	4.764645	4.474804	6.374592	2.93108	6.421317	6.202334	6.805659	6.120255	7.253681	6.181819	7.384379	7.802302	6.337016	6.639904	7.747623	7.591783	6.756894	5.308186	8.268337	7.333547	
Edem2	chr2	-	155701673	155729475	98.209953	101.862518	87.106514	97.941841	87.058388	89.433876	81.828171	81.183731	72.600891	74.911331	72.533615	75.700043	90.363457	91.406136	86.806046	87.983383	81.784058	92.39563	76.271393	78.434174	
Edem1	chr6	+	108828641	108859356	8.431952	8.606454	9.861673	8.416852	10.849591	10.393355	12.21928	11.156549	13.386522	13.515482	15.814644	15.379481	13.415133	12.379867	14.963733	16.120106	11.450411	11.095616	15.982167	13.540045	
Eddm3b	chr14	+	51116553	51117791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Edc4	chr8	+	105880881	105893225	28.41927	21.369946	20.064529	22.252195	26.314045	23.249643	22.769676	23.427639	25.310022	24.951714	23.601885	23.547934	21.439522	23.030411	20.462515	22.969217	25.913094	21.931864	21.499762	21.820808	
Edc3	chr9	+	57708569	57750162	42.363811	42.399204	36.984974	36.734497	39.033848	40.722374	39.188282	38.282516	37.754612	38.235748	36.331024	35.223938	36.907757	37.926025	34.199085	35.246372	40.902634	39.767944	37.25843	37.928337	
Edaradd	chr13	-	12471209	12520450	0.017412	0	0	0.020228	0.022071	0	0	0	0.039357	0.07407	0.02069	0.039824	0.210272	0.136916	0.040475	0.051329	0.232682	0.274373	0.108771	0.028247	
Edar	chr10	-	58600788	58675696	3.088405	3.002748	2.654822	2.33146	2.41393	1.74717	1.858531	2.309681	0.936238	0.424317	0.710435	0.847904	0.814238	1.11724	0.623858	0.51667	0.469647	0.345224	0.431107	0.591126	
Eda2r	chrX	-	97333841	97377209	0.312155	0.193021	0.429768	0.16463	0.04898	0.211753	0.214991	0.115277	0.131005	0.119892	0.037031	0.213027	0.07253	0.056367	0.052261	0.196778	0	0	0.036808	0	
Eda	chrX	+	99975606	100400760	0.749429	0.732231	1.079163	0.687885	0.361996	0.60081	0.484278	0.533705	0.349839	0.235137	0.426923	0.233639	0.335904	0.419528	0.556791	0.290975	0.215442	0.261302	0.287749	0.347472	
Ect2l	chr10	-	18129022	18210890	0	0	0	0	0	0	0	0	0.065983	0	0	0	0	0	0	0	0	0	0	0	
Ect2	chr3	-	27097222	27153878	2.801869	2.561889	4.931806	2.553414	20.551399	18.614386	23.869867	26.128754	31.29134	32.24815	42.694294	42.341625	19.121502	17.966692	34.011585	35.31226	29.043812	28.699268	38.060879	37.560501	
Ecsit	chr9	-	22072246	22085427	22.288921	26.672651	25.210333	23.275618	20.08746	22.962917	27.444368	26.03293	22.3629	21.722599	28.752314	27.776413	20.416002	23.413044	34.433086	32.716965	21.919062	26.270653	33.694069	29.557211	
Ecscr	chr18	-	35713089	35721491	17.012655	18.483994	10.584628	13.179674	6.921709	8.308092	5.599091	6.910064	3.444637	3.617689	2.716192	3.050584	3.168747	4.171571	2.410828	3.102774	2.545574	4.059413	2.009735	3.157773	
Ecm2	chr13	+	49504810	49532789	1.325406	1.006708	1.059644	1.018739	0.623473	0.673216	0.353007	0.181779	0.163804	0.067596	0.112668	0.120398	0.1062	0.235927	0.045603	0.082615	0	0.103042	0.032679	0	
Ecm1	chr3	-	95734148	95739569	16.576969	14.947528	14.579156	19.061344	10.446319	12.004927	7.560629	8.120225	6.957178	7.274998	4.986534	5.077117	5.314576	6.231222	3.453185	4.577494	1.035795	1.738834	1.317064	1.597	
Eci3	chr13	-	34946614	34963809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Eci2	chr13	-	34977748	34994144	50.865814	50.394775	47.645126	51.780151	47.290466	51.1679	46.407864	49.210533	43.685726	43.666786	46.912357	47.47261	42.646652	44.878426	43.06155	46.620693	42.468582	47.042229	45.440037	45.597515	
Eci1	chr17	+	24426683	24439316	73.113907	78.712692	61.740757	71.384018	58.934353	60.542656	60.812256	61.469093	54.208199	56.043144	61.091579	58.98457	56.062927	59.919586	62.883659	62.895332	53.108543	55.719372	53.820156	57.879688	
Echs1	chr7	-	140105723	140116423	85.893684	90.331276	73.565735	77.802559	73.903946	86.172379	73.219131	71.965317	80.181725	79.371498	81.060562	78.107376	87.006241	82.981949	84.359833	89.333534	84.572815	98.19381	82.743736	84.859634	
Echdc3	chr2	-	6188465	6212994	1.246535	3.264744	1.631412	0.93423	1.644938	1.349534	1.044727	1.412934	1.513619	1.656146	1.07942	1.210998	1.232124	1.224544	1.840161	1.410008	1.56078	1.17145	1.199811	1.135868	
Echdc2	chr4	+	108165437	108179308	0.485796	0	1.145443	2.090851	0.410492	0.629149	0.887723	1.292017	0.342422	0.183684	0.726866	0.751734	0.494477	0	0.627336	0.272764	0.200355	0.243004	0.629393	0.763657	
Echdc1	chr10	+	29313166	29346661	5.396242	4.695091	5.379324	4.122545	5.320081	6.047296	6.237924	5.209619	5.223439	4.9645	5.539815	4.643041	4.56838	5.318901	4.138855	4.41573	4.183595	4.223982	4.484436	3.484427	
Ech1	chr7	+	28825338	28832239	163.13208	183.972366	160.264694	184.448257	137.080902	137.893494	137.558578	136.090302	111.381477	116.335938	130.7435	126.678139	114.211815	123.868721	134.787704	139.382996	115.639816	130.264145	120.25663	120.586914	
Ecel1	chr1	-	87147655	87156356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ece2	chr16	+	20611601	20645915	23.572277	27.970535	25.964945	34.549751	21.670282	25.01062	27.117275	27.100136	20.67263	20.323118	25.848396	25.195786	22.737373	23.654739	30.417217	31.455368	19.095949	20.626993	29.380697	27.514399	
Ece1	chr4	+	137862237	137965229	19.264791	18.767433	26.247831	26.603498	20.848402	18.617895	21.196218	18.002472	14.920969	13.798174	12.468504	14.380921	13.577866	15.944173	13.685888	14.321911	15.218265	14.043437	13.059774	12.18638	
Ecd	chr14	-	20319859	20348121	44.214771	41.217133	36.821617	38.731697	41.988853	45.433128	43.014091	43.619762	45.330971	46.993858	45.724346	48.755123	45.322418	48.951641	48.605587	48.667187	43.663017	44.543476	48.137939	47.289719	
Ebpl	chr14	-	61339763	61360445	18.511141	19.138041	21.421722	23.276911	15.838796	16.937727	14.480511	14.674352	11.86914	11.963288	10.977079	12.127191	13.803288	14.433137	12.924616	11.871972	12.607809	15.665719	12.419307	11.597523	
Ebp	chrX	-	8185329	8193512	23.801447	28.981218	26.832678	32.382839	25.377226	27.666588	30.165716	32.379692	28.69207	30.131601	35.134575	36.768913	31.484293	31.940308	37.228901	38.125107	28.288246	31.705959	36.140465	36.656769	
Ebna1bp2	chr4	+	118620799	118627776	28.867994	31.916512	33.12846	30.081532	33.377323	33.737225	37.773586	39.67276	33.497528	34.76577	40.110645	41.919224	34.314182	40.418072	41.038235	45.411247	34.716171	33.881931	42.042633	45.313663	
Ebi3	chr17	+	55952623	55957022	91.755943	103.891762	20.081715	25.00952	58.996563	62.923782	13.6638	14.37421	35.27866	38.003311	6.395624	6.981172	42.648083	45.765347	6.348428	7.61107	36.552902	45.110397	5.971169	6.026672	
Ebf4	chr2	+	130295939	130370481	0.105691	0.480749	0.301953	0.306948	0.223268	0.065995	0.045743	0	0.115111	0.067437	0	0	0.198043	0.122212	0	0	0.156922	0	0	0	
Ebf3	chr7	-	137193671	137314445	0	0	0	0	0	0	0	0	0	0	0	0	0	0.025985	0	0	0	0	0	0	
Ebf2	chr14	+	67233292	67430952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ebf1	chr11	+	44618100	45008096	0	0	0	0	0	0	0	0	0.071909	0.022555	0	0	0.143147	0.0981	0	0	0.068886	0.071614	0.033122	0	
Ebag9	chr15	+	44619641	44641026	16.542763	17.183563	17.221687	17.500847	21.784193	22.769573	17.443413	17.566978	18.559958	17.209461	16.431246	17.934982	18.781742	18.151707	15.768877	16.961552	21.304317	20.820852	18.084875	15.523084	
Ears2	chr7	-	122034162	122067086	5.067605	4.798229	4.546158	4.311452	3.50183	3.643224	3.577897	3.541277	3.340246	3.451298	3.268137	2.837727	3.765237	3.684776	3.417487	3.276475	3.633057	3.443693	3.16661	3.257599	
Ear7	chr14	+	51853998	51854465	0	0	0	0	2.129322	2.351095	0	0.232791	7.30663	6.741419	2.547381	2.447797	9.214657	9.449825	0.116799	0.126959	0	0.271458	0	0	
Ear6	chr14	+	51853768	51854642	0	0	0	0	0	0	0	0	1.378563	0	0	0	0	0	0	0	0	0	0	0	
Ear4	chr14	+	51203690	51204156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ear3	chr14	+	44102887	44103357	0.93231	0.829428	1.571442	0.880643	2.434921	5.128449	0.086435	0.323832	7.225831	9.813481	5.602158	4.187408	15.574233	13.127252	0.261123	0.851519	0.315052	1.329541	0.124753	0.625663	
Ear2	chr14	+	44102654	44103531	0.091146	0	0	0	0.723909	0	0	0	0	1.693675	0	1.305319	3.17086	0	0	0	0	0	0	0	
Ear14	chr14	+	51203695	51204156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Ear12	chr14	+	44102887	44103357	0.002586	0	0	0	0.029555	0	0	0	0	0.076453	0	0.070566	0.127439	0	0	0	0	0	0	0	
Ear10	chr14	-	43922898	43923368	0.099856	0.11849	0.38038	0.212669	0.274226	0.644303	0.086435	0.038552	1.986172	2.484851	0.968958	1.046724	4.742224	3.510144	0.096712	0.168201	0.14826	0.247252	0	0.060744	
Ear1	chr14	-	43818765	43819639	0	0	0	0	1.727899	2.567449	0	0	10.794538	11.138115	4.168377	4.538456	12.157088	13.622731	0	0	0	0.564237	0	0	
Eapp	chr12	-	54673467	54695865	23.061783	22.865667	22.678253	24.04344	20.619579	24.302328	20.741755	20.55669	20.67807	22.456665	22.47114	23.663301	22.696552	23.534828	20.689913	25.59169	24.352781	27.375648	20.983232	22.657907	
Eaf2	chr16	-	36792884	36874826	0.379894	0.577399	0.6174	0.728778	0	0.493093	0.625323	0.610867	0.915532	0.848782	1.189638	1.130441	1.514981	1.047931	1.139431	0.063642	0.114658	1.245416	0.078064	0.030645	
Eaf1	chr14	+	31495079	31509858	7.216579	8.412778	6.341414	6.945609	10.268324	8.981725	8.516532	9.57543	11.346175	9.036325	9.223754	8.705934	10.472139	10.522651	9.532931	11.040809	11.271446	10.5564	10.664907	10.61245	
E530011L22Rik	chr9	-	121756640	121759943	0.346336	0.066495	0.357545	0.063573	0.216871	0.12424	0.152172	0.078038	0.101673	0.306391	0.09139	0.065112	0.082181	0.054714	0.13813	0.067513	0.145832	0.078825	0.080028	0.084861	
E530001F21Rik	chrX	-	105164378	105165505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E4f1	chr17	-	24443778	24455392	10.621435	9.099975	9.872298	8.757802	11.88647	9.076655	10.42187	9.838547	10.22109	11.763458	8.32051	10.51546	8.883497	11.750488	8.607306	9.790298	9.676162	11.275439	9.196004	9.44533	
E430025E21Rik	chr15	-	59331997	59374152	18.773079	16.540272	20.131382	17.295702	24.941675	21.458399	24.682236	23.442566	26.235031	22.215988	23.708384	25.12575	20.093876	21.980234	20.87956	24.435484	23.307085	20.795118	23.869892	23.417147	
E430018J23Rik	chr7	-	127390836	127393621	2.810408	3.754118	2.531454	3.444575	2.236351	2.40452	2.614762	2.703369	1.927586	2.168962	1.646793	2.457886	2.571472	2.127091	2.267756	2.229629	1.965696	2.226523	1.088422	1.300673	
E430016F16Rik	chr7	-	78581066	78718220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E330034G19Rik	chr14	+	24293364	24309959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E330033B04Rik	chr15	-	96268564	96275275	0.140705	0.397803	0.4282	0.181173	0.225184	0.300031	0.237442	0.121189	0.212335	0.208473	0.137153	0.207192	0.249776	0.156952	0.101677	0.08608	0.241195	0.214965	0.175344	0.131343	
E330023G01Rik	chr9	-	98748599	98820087	0	0	0	0.294736	0.217735	0	0.122159	0	0.299633	0	0	0.143855	0.353917	0.173091	0.294257	0	0	0.339808	0	0	
E330021D16Rik	chr6	-	136400319	136415569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E330020D12Rik	chr1	-	153404186	153414233	0.299462	0.434308	0.795741	0.444515	0.843474	0.353202	0.388817	0.269765	0.586616	0.445841	0.217444	0.361785	0.612399	0.368589	0.464055	0.231545	0.861456	0.471859	0.374124	0.202408	
E330017L17Rik	chr4	+	129906226	129908996	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E330017A01Rik	chr16	-	58635262	58638403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E330014E10Rik	chr5	+	95775870	95804230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E330013P04Rik	chr19	+	60144675	60162591	0	0	0	0	0	0	0	0	0	0.057989	0	0	0	0	0	0	0	0	0	0	
E330012B07Rik	chr6	+	147180241	147208294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E330011O21Rik	chr16	-	78250863	78255454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E330009J07Rik	chr6	-	40407498	40436133	2.386564	1.77352	1.385472	1.20419	1.588853	1.625689	1.846691	1.761791	1.373088	1.60942	1.250759	1.102667	1.505711	1.77285	0.924572	0.90373	1.203063	0.879074	0.572224	1.085172	
E2f8	chr7	-	48866429	48881041	1.449129	0.695529	2.70546	2.442933	8.317652	8.362906	14.112516	14.824534	19.037615	18.557402	22.635378	22.425196	11.222097	11.669532	16.618223	15.871384	13.877879	11.16914	18.620331	17.341682	
E2f7	chr10	+	110745465	110787384	1.177324	0.912972	2.212695	2.531783	5.117397	3.923747	7.147414	7.945657	7.969989	7.737256	8.954128	8.947393	4.279323	4.635762	6.425626	6.919875	4.358664	4.578495	5.59023	6.590598	
E2f6	chr12	+	16810965	16826752	40.869148	41.364586	38.888706	35.68261	42.661007	45.836475	48.311047	44.078968	43.105846	42.982471	43.735752	44.320827	37.926487	35.366673	39.53294	39.421646	42.529427	41.757351	38.866661	41.578171	
E2f5	chr3	+	14578671	14606309	11.195357	13.907488	10.807523	10.380651	8.356776	8.43421	7.407758	7.181068	6.140666	6.223567	3.802228	4.478806	7.390296	6.255099	5.060933	4.508089	6.383657	6.159636	4.594727	3.622785	
E2f4	chr8	+	105297663	105305370	60.213833	60.13361	57.205128	60.76738	66.820602	67.145569	76.006691	74.458008	77.011887	78.511703	81.572693	83.603172	71.580406	77.781044	76.784393	83.672592	72.420189	68.910843	85.513542	91.511436	
E2f3	chr13	-	29906575	29986063	3.895457	3.972157	4.37225	2.886563	4.991148	4.768429	6.241249	5.047878	4.876774	5.604811	5.537536	5.504425	4.896288	4.012714	4.859712	7.268648	4.580676	4.610909	5.270483	4.907624	
E2f2	chr4	+	136172274	136196056	0.958457	0.942014	1.6064	1.946061	3.806481	4.195799	6.498581	5.864627	7.522338	8.828881	7.7542	7.641992	4.959564	5.741569	6.493484	6.336355	7.007661	7.041427	9.277798	8.057596	
E2f1	chr2	-	154559400	154569892	12.419549	13.697037	13.903611	14.540568	27.4263	27.754343	37.321262	39.173969	37.63163	39.019661	34.913696	36.444099	30.919151	27.887634	34.963108	35.940304	31.616789	28.9594	33.744526	34.807232	
E230029C05Rik	chr7	+	90029159	90049071	0	0	0	0	0	0	0	0	0	0.204609	0	0	0	0	0	0	0.383209	0	0	0	
E230025N22Rik	chr18	-	36684923	36695925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E230016M11Rik	chr6	+	67036599	67080652	1.80076	1.167256	1.830224	1.209324	1.595519	2.011308	0.86643	1.639707	1.95416	1.566322	1.047733	1.404086	2.428584	1.486928	1.209881	1.48374	1.6242	2.343292	1.015185	1.266522	
E230016K23Rik	chr11	+	83582061	83623693	0.174703	0.251277	0	0	0.242011	0.145451	0	0	0.143591	0.229698	0	0.096458	0	0.088151	0	0.133762	0.188253	0.185902	0	0.089743	
E230013L22Rik	chr8	+	11477929	11480241	1.63447	1.568275	1.556537	2.148963	1.027803	0.727865	0.559333	0.469596	0.481123	0.54974	0.541971	0.492621	0.601457	0.703243	0.259694	0.320135	0.253963	0.299582	0.379903	0.184982	
E130317F20Rik	chr10	-	79851377	79854971	1.308594	1.086936	1.252117	1.146685	1.114868	1.007245	1.256992	1.24225	1.04679	1.170254	1.119477	0.885655	0.898862	0.835352	1.074991	1.01976	0.973887	1.148507	0.756748	0.824224	
E130311K13Rik	chr3	-	63914696	63929385	8.673182	8.33847	7.128269	6.842876	7.021205	5.908675	5.747972	5.495687	5.757081	4.712696	2.901138	3.824354	4.920217	4.869516	2.949605	2.991117	4.880995	5.69763	2.742817	3.062732	
E130310I04Rik	chr16	-	34943175	34958994	0.36501	0.272707	1.233416	0.486845	0.13708	0	0.246031	0	0.110003	0.120762	0.112441	0.154592	0.151991	0.056276	0.109983	0.136631	0.195702	0.127809	0.135116	0.13158	
E130309D14Rik	chr11	+	74619605	74641516	0	0	0.100726	0	0.223436	0.058706	0.030518	0.040835	0.22313	0.179966	0.027928	0	0.044043	0.130457	0.081952	0	0.026173	0.031745	0	0	
E130309D02Rik	chr5	-	143301072	143315360	33.624104	34.902435	31.017746	35.453182	42.707905	40.016048	43.700108	43.528137	42.044369	48.290779	49.377369	46.228615	43.787964	48.196465	48.825481	46.68454	39.254295	44.048271	48.659309	49.635731	
E130308A19Rik	chr4	+	59626211	59754303	13.614577	14.324059	14.437036	13.688092	14.5218	14.861584	12.376641	13.724546	12.936448	12.711308	9.681838	10.850776	12.919793	12.563105	10.359221	10.662524	12.222141	11.299567	10.259442	8.873665	
E130307A14Rik	chr10	-	39621411	39732007	3.518936	4.649601	2.624394	5.122732	5.337902	4.65931	3.486952	4.041836	5.012451	4.220066	4.565135	4.555682	4.209435	3.779437	3.846694	3.499919	5.50796	4.466338	2.202848	3.094302	
E130304I02Rik	chr7	+	35802592	35838074	0	0.849999	1.134239	0.701456	0.564867	0.653459	0.452758	0.437808	0.49099	0.296489	0.401459	0.309096	0	0.281298	0.541635	0.426846	0.452744	0.319057	0.144605	0.328856	
E130218I03Rik	chr4	+	134243763	134245873	5.990987	6.233305	3.8696	4.818766	3.946629	2.986554	4.417417	2.119664	4.093694	3.621082	4.077313	4.207965	3.338896	4.231218	4.728126	4.099982	6.420405	5.463621	3.861793	3.986782	
E130215H24Rik	chr2	+	150667494	150668932	1.279357	1.988481	1.325506	2.009959	1.546572	1.207969	1.175162	0.266367	1.63322	1.218329	1.467557	1.910545	2.158247	1.179082	0.642393	0.666538	1.70193	1.743546	0.753312	0.585861	
E130201H02Rik	chr7	+	120597625	120598475	0.290152	0.754171	0.66974	0.513623	0.7005	0.793724	0.896974	0.864145	0.749509	0.493691	0.952728	1.011189	0.379719	0.843561	0.802906	1.326585	0.584655	0.522501	0.863077	1.412029	
E130114P18Rik	chr4	-	97567875	97584591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E130112N10Rik	chr6	+	125231276	125239934	0.522193	0.165236	0.298376	0.161766	0.441247	0.086951	0.226003	0.241923	0.318593	0.533105	0.165457	0	0.126653	0.193223	0.242761	0.4398	0.186725	0.376143	0.391432	0.169417	
E130102H24Rik	chr4	-	101346524	101356248	0.215091	0.592316	0.71855	0.861915	0.393498	0.333623	0.081639	0.337983	0.246994	0.159415	0.331215	0.05153	0.194971	0.580194	0	0	0.754396	0.510944	0	0.076499	
E130018N17Rik	chr2	-	168152603	168154513	1.45516	1.85776	1.427922	0.375653	0.729407	0.583317	0.51316	0.166457	0.339017	0.458508	0.426915	0.205434	0.224419	0.299133	0	0.317739	0.360089	0.194106	0.089776	0.087427	
E130012A19Rik	chr11	-	97627387	97629716	8.93208	8.671897	12.918837	18.877388	14.48056	13.866715	19.920273	18.726601	18.287254	17.001442	18.39747	19.250933	21.381332	21.063236	22.990423	23.360518	27.872612	25.162683	26.859861	29.595192	
E130008D07Rik	chr17	-	43146041	43158291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E130006D01Rik	chr5	-	111734284	111761728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E030044B06Rik	chr19	+	40868316	40882639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E030030I06Rik	chr10	-	22113050	22149270	1.470793	2.027889	2.318572	1.037287	2.072518	2.085764	2.04403	2.461565	2.234816	2.457232	1.948698	3.174235	3.009583	3.453628	2.407645	2.520187	3.307681	4.044959	2.986165	3.081208	
E030025P04Rik	chr11	-	109139291	109144369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E030024N20Rik	chr19	+	16164098	16170458	40.297424	44.628628	41.871483	46.191765	40.394814	43.701565	51.497135	50.875778	47.720997	50.42268	58.600533	58.599701	47.357883	47.838718	56.689491	58.729515	44.165817	53.274899	59.356731	57.671757	
E030019B13Rik	chr12	-	56490428	56529420	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E030018B13Rik	chr7	+	63916857	63920539	0.255581	0	0	0	0	0	0	0	0	0	0	0.128196	0	0	0	0	0	0	0	0	
E030013I19Rik	chr2	+	12301246	12312315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E030011O05Rik	chr9	-	96731575	96752831	12.716307	14.631355	9.065649	7.657022	12.07841	14.200253	8.923572	7.823226	7.274132	6.547973	4.421235	3.509388	7.089123	7.295599	4.239533	2.582787	6.040576	7.091806	2.950272	1.964075	
E030003E18Rik	chr19	+	20492715	20556410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
E030002O03Rik	chr7	-	104153013	104164816	1.315148	1.659645	1.96812	1.479288	1.878602	1.433412	2.141241	2.103087	1.273965	1.571728	1.661861	1.456164	2.007976	1.477279	2.232086	2.215283	1.952649	1.296457	2.034242	1.752435	
Dzip3	chr16	-	48924228	48994112	4.079597	3.762321	5.432622	2.827671	5.114944	5.540745	5.932091	5.635741	5.328586	5.320283	5.600114	6.214496	5.389003	4.852296	5.095148	5.194109	4.814811	4.696788	4.878288	5.317662	
Dzip1l	chr9	+	99629595	99669256	0.107763	0	0	0.069548	0.166066	0.089719	0.155463	0.027736	0	0.061119	0	0	0	0	0	0	0	0	0	0	
Dzip1	chr14	-	118875520	118925470	0.543422	0.971348	1.348486	1.890006	1.438603	1.665772	1.12905	0.898901	0.716353	0.672263	0.389101	0.415367	1.006679	1.201497	0.493654	0.68807	2.370385	2.032694	0.768977	1.062655	
Dzank1	chr2	-	144470557	144527398	0.082621	0.024646	0.039341	0.151968	0.052361	0	0.035758	0.056485	0	0	0	0	0	0	0.032008	0	0.030668	0	0	0	
Dyx1c1	chr9	+	72958785	72973067	0.071333	0	0.441557	0.055244	0.130162	0.178166	0.339598	0.395814	0.096739	0.182059	0.169514	0.217523	0.317935	0.15283	0.303984	0.150194	0.596189	1.045842	0.148529	0.260358	
Dytn	chr1	-	63622851	63686927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Dysf	chr6	+	84008598	84211059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Dyrk4	chr6	-	126876199	126921839	0.094803	0	0	0	0	0.11822	0	0.078833	0	0.054944	0	0	0	0.157407	0	0	0.36301	0.386206	0.056689	0.138015	
Dyrk3	chr1	-	131128441	131138234	26.269478	29.878632	36.866619	35.438663	21.968699	22.842232	28.018055	25.350689	22.538574	20.264042	25.607723	28.634293	17.190594	16.694252	17.429617	19.139925	13.112589	14.187538	13.045269	12.458599	
Dyrk2	chr10	-	118859349	118868903	10.092005	11.267061	9.512825	9.171726	12.427416	10.385225	8.413124	8.331986	9.952506	9.564518	8.615212	8.447415	12.510756	9.21451	8.284111	6.091385	13.07973	9.684738	9.718814	8.197991	
Dyrk1b	chr7	+	28179483	28187298	6.675511	5.46359	5.518883	6.787867	6.732327	6.478411	4.561768	5.065226	5.324983	5.566237	3.973653	5.108544	6.781379	6.954209	4.287469	4.813231	8.614222	7.321454	4.23693	4.902433	
Dyrk1a	chr16	+	94570206	94695519	9.527831	8.181712	8.254686	7.789468	10.161875	11.486922	10.257158	10.050851	12.448477	10.990294	10.464196	10.921187	12.593198	6.115798	10.517671	4.295514	13.251822	7.769709	11.015431	7.073881	
Dynlt3	chrX	-	9654270	9662983	46.386909	47.155666	49.612911	38.145405	43.532658	48.639389	38.802296	40.317627	38.738491	37.122589	34.356045	33.911587	39.428715	39.56023	35.053726	31.65921	35.6381	40.046215	27.262711	26.57769	
Dynlt1f	chr17	+	6601671	6607899	1.298785	1.153276	1.191835	1.310331	1.304293	1.181822	1.388957	1.405582	1.409241	1.170209	0.966554	1.036175	1.179783	1.354013	1.256584	0.946594	1.20166	3.133716	1.233547	1.063041	
Dynlt1c	chr17	+	6601779	6607891	57.699211	67.69606	59.338078	63.329655	55.013599	60.900444	62.775421	61.969208	61.250004	66.415398	71.72654	68.874916	68.583214	65.477943	67.262199	70.712738	65.043816	78.669968	71.51667	68.117805	
Dynlt1b	chr17	+	6430112	6436295	52.797577	60.32679	53.275692	56.277218	49.875713	54.068798	57.844833	55.383778	56.274284	58.852669	63.585659	60.982986	63.143738	59.493889	60.732807	62.861855	59.254421	73.146011	64.668999	62.852684	
Dynlt1a	chr17	-	6306344	6317474	8.56794	9.836784	8.947968	9.259362	8.435282	8.853835	9.715299	9.041555	9.312107	9.384205	10.104521	9.78532	10.081499	9.583376	10.222672	9.878916	9.66685	11.382281	10.339129	9.921455	
Dynlrb2	chr8	+	116505015	116515915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Dynlrb1	chr2	+	155236533	155250277	120.44043	140.204239	117.531464	155.709641	121.653419	122.104919	118.300919	117.830025	120.384018	128.279175	119.054024	122.644058	126.029594	128.484451	112.70575	122.414268	108.215446	125.650139	118.867798	117.788017	
